PT-1NED 05C50723
PT-MNP9 05C44839
PT-MYMV 05C45157
PT-NDG2 06C52358
PT-MN7M 04C30093
PT-MN19 05C39557
PT-NCKS 05C43292
PT-ND5X 04C29940
PT-N78Z 06C53078
PT-MN7U 05C51085
PT-MWLL 05C40961
PT-MWFJ 05C44278
PT-N9UY 05C46292
PT-MWCE 05C44980
PT-MXKY 05C39233
PT-NE3B 05C39582
PT-MMW5 04C32050
PT-N5YT 05C45396
PT-MNZV 05C41765
PT-MQKL 04C30933
PT-N61A 03C18688
PT-MOFX 05C40195
PT-MNT7 06C52139
PT-N4FX 04C38464
PT-MO14 04C37421
PT-MNJZ 05C44780
PT-MXKS 04C27698
PT-N9FJ 05C43904
PT-NEFB 05C49795
PT-MWL5 05C51108
PT-N74W 06C55596
PT-N5ZE 05C43952
PT-NCDK 04C24166
PT-N74G 05C49073
PT-NDAJ 05C44510
PT-MXJX 04C29639
PT-N78G 05C41827
PT-N7AU 05C44567
PT-MN2U 04C27669
PT-NE4J 05C51192
PT-MWBL 04C37037
PT-N7A3 05C44916
PT-N73M 06C53805
PT-MWB9 04C37021
PT-N74F 05C46907
PT-MNEG 05C45678
PT-N8C5 05C44672
PT-MNCT 03C20157
PT-MQL6 03C22532
PT-N9UC 05C49680
PT-MYKK 04C29644
PT-N6CQ 06C52687
PT-NBVG 04C36383
PT-N9FA 05C50852
PT-MN95 05C49625
PT-N6LJ 04C27120
PT-N92N 05C51051
PT-NDB7 05C43523
PT-N6C7 05C50998
PT-MN2H 04C24447
PT-NCJN 05C41462
PT-NDHA 05C41884
PT-N7AO 05C44276
PT-MV2Q 05C51827
PT-NEEL 05C48548
PT-MYM9 03C22142
PT-MNO4 05C43349
PT-N735 05C43962
PT-MN1O 05C41612
PT-MVUU 05C39859
PT-N7U4 04C28858
PT-MNCE 05C44493
PT-NEFO 06C52036
PT-NEGE 06C52228
PT-N5YR 05C50184
PT-MXLJ 05C46031
PT-MX2Y 03C19619
PT-N73S 05C40970
PT-MNJW 04C36276
PT-MMRC 04C26544
PT-MNCV 04C29898
PT-NEF4 04C36787
PT-NASH 05C40901
PT-N7TN 04C24840
PT-MXKM 04C34745
PT-NAUG 06C53369
PT-MOBN 06C54079
PT-MNTG 05C41543
PT-MNI4 05C50914
PT-N61X 03C18257
PT-NARW 06C54077
PT-MNZ8 05C46395
PT-NBMB 03C18050
PT-NBLO 03C22918
PT-MNCU 05C41965
PT-MMR5 05C40829
PT-MOBC 05C40202
PT-NCK5 04C30859
PT-NAJF 05C39712
PT-N7LF 05C50508
PT-NEEB 05C51384
PT-MN2B 03C19355
PT-MQLJ 04C24009
PT-N8BL 05C51485
PT-MNOU 06C52273
PT-NDI1 06C52981
PT-MVJD 03C21266
PT-MWFY 05C43897
PT-MNIZ 05C45835
PT-N612 03C22118
PT-ND6A 04C36026
PT-MOBD 05C50727
PT-NDIE 05C43720
PT-MN1G 05C39097
PT-N6N8 04C26225
PT-MV2P 05C49447
PT-NDID 06C53006
PT-N6CX 06C52473
PT-MNY5 04C26602
PT-MOBE 05C46043
PT-N8AL 05C51931
PT-NBVZ 05C45109
PT-MNJ1 05C49531
PT-NBWU 04C25271
PT-MN1N 04C38290
PT-MXK4 04C27492
PT-N4EQ 04C24841
PT-MOB1 05C50718
PT-NDHZ 05C45120
PT-NDIM 05C41248
PT-MWMG 06C52938
PT-NATV 05C49501
PT-MQLA 04C31639
PT-MMPN 04C32550
PT-N4FO 04C37537
PT-NCDQ 04C37543
PT-MXQ4 04C36956
PT-NATJ 05C47213
PT-MMPF 05C42667
PT-NE4V 06C52141
PT-N617 05C49861
PT-NCIB 05C42768
PT-ND6Z 04C29641
PT-MN6S 05C41136
PT-MXKX 04C27965
PT-NE5M 04C29264
PT-N9L5 04C32225
PT-MN2X 05C40005
PT-MNZR 04C36900
PT-MWB4 06C52195
PT-N6AR 04C34190
PT-N739 06C53133
PT-NBM1 03C22955
PT-MNCZ 05C44035
PT-MVHL 03C18430
PT-NCE1 04C34959
PT-N4GQ 04C24502
PT-NAHD 04C32941
PT-MXQW 04C27862
PT-MMVE 05C44230
PT-N74M 06C53370
PT-MXR3 05C43337
PT-N78U 05C50713
PT-NBMK 04C23730
PT-MQKU 04C23840
PT-N93B 05C43903
PT-NAIB 06C52194
PT-N4FP 04C24448
PT-MOH6 05C51270
PT-MWN5 04C28823
PT-N731 04C27417
PT-N73I 05C51261
PT-MMR8 05C39564
PT-MXQ6 05C46024
PT-N8A8 05C51087
PT-MYLP 05C44224
PT-N6C1 06C52882
PT-N7AI 05C44487
PT-MXPH 05C45348
PT-MNTH 04C30103
PT-NAJ8 05C50843
PT-N6C3 04C28324
PT-NCD4 05C39804
PT-NE4Y 04C29561
PT-MWBM 04C38195
PT-MWHN 05C39868
PT-IPVL HG01437
PT-KMBQ HG01605
PT-KMC8 HG01630
PT-9UJW NA12282
PT-9RLM NA20504
PT-KMCA HG01632
PT-KMCM HG00254
PT-F2MA HG00132
PT-G27R NA12044
PT-KMKS HG00336
PT-9UK5 NA12413
PT-P4K1 HG02232
PT-9RNG NA20795
PT-EEJK NA11995
PT-J94C HG00312
PT-KM78 HG00188
PT-KM29 HG00271
PT-KML5 HG00126
PT-KM7A HG00178
PT-9RM1 NA20522
PT-9RMD NA20540
PT-9UKK NA12383
PT-9RNH NA20796
PT-9RN6 NA20773
PT-9RN4 NA20771
PT-9UJ5 NA06989
PT-9RMQ NA20754
PT-NFYW HG01676
PT-KM36 HG00346
PT-KM79 HG00180
PT-KMD3 NA20532
PT-KMD4 NA20507
PT-G25M NA07000
PT-KM72 HG00376
PT-KMBT HG01608
PT-7RYJ NA11831
PT-9RNJ NA20798
PT-9RNR NA20806
PT-9RO5 NA20828
PT-NFYN HG01675
PT-97Y4 NA12004
PT-NFYS HG01700
PT-KMG1 HG00284
PT-KM7P HG00246
PT-9UJM NA11894
PT-9RN2 NA20769
PT-KML6 HG00260
PT-F2N1 HG00100
PT-9RNM NA20801
PT-F2NF HG00255
PT-F2MP HG00141
PT-KMC2 HG01620
PT-KMBN HG01537
PT-KMKD HG00267
PT-KMLX HG01275
PT-9RN1 NA20768
PT-KMFN HG00282
PT-9RMG NA20543
PT-NG11 HG01777
PT-9RLR NA20510
PT-P4JZ HG02223
PT-J94N HG00367
PT-9RMO NA20752
PT-KMLA HG00362
PT-KMFK HG00285
PT-9UK7 NA12776
PT-KM2V HG00339
PT-KMDH HG00344
PT-EEL3 NA20537
PT-KMBO HG01602
PT-J94U HG00380
PT-EEJM NA12234
PT-F2MW HG00157
PT-KMD1 NA20514
PT-KMBF HG01522
PT-KMC5 HG01625
PT-9RNW NA20811
PT-9UJH NA12749
PT-KMGH HG00190
PT-NFZZ HG01776
PT-NFYT HG01679
PT-9RMW NA20760
PT-F2NS HG00258
PT-9RMF NA20542
PT-9RMS NA20756
PT-KMB5 HG01507
PT-F2MD HG00136
PT-9RNI NA20797
PT-NFZR HG01756
PT-KMBC HG01518
PT-9UJD NA12341
PT-KMC1 HG01619
PT-EEJJ NA11993
PT-F2MV HG00156
PT-KMB7 HG01510
PT-P4JX HG02233
PT-F2MM HG00148
PT-NFPP HG02235
PT-9RLT NA20515
PT-9RMI NA20581
PT-9RMK NA20585
PT-9RMC NA20539
PT-KM2E HG00269
PT-KMB3 HG01504
PT-9RLQ NA20509
PT-F2N2 HG00131
PT-KM77 HG00189
PT-KM7Y HG00327
PT-NFYE HG01746
PT-KM3C HG00315
PT-F2LU HG00103
PT-KMFY HG00275
PT-9RNK NA20799
PT-F2M4 HG00113
PT-NG1A HG01791
PT-KMB8 HG01512
PT-KMBZ HG01618
PT-F2NN HG00239
PT-F2M2 HG00110
PT-9RNS NA20807
PT-NFZ8 HG01704
PT-KMBM HG01536
PT-9UJA NA07037
PT-KMHA HG00266
PT-KMBX HG01615
PT-KMBR HG01606
PT-P4DZ HG01678
PT-KMLE HG00173
PT-J94V HG00357
PT-P4N8 HG02230
PT-KM3A HG00250
PT-P4NA HG02224
PT-KMLM HG00182
PT-F2ME HG00137
PT-F2NE HG00240
PT-NFYM HG01789
PT-KM2M HG00273
PT-J94M HG00369
PT-NFYQ HG01682
PT-KMCS NA20814
PT-KMFR HG01334
PT-7RY4 NA11830
PT-F2MX HG00158
PT-9UL5 NA12778
PT-KMDD HG00338
PT-9RLY NA20520
PT-P4JO HG02238
PT-KMKL HG00121
PT-F2MS HG00151
PT-KMB9 HG01513
PT-8JMV NA12005
PT-EEL6 NA12046
PT-KMC9 HG01631
PT-9RNX NA20812
PT-KMBH HG01525
PT-NFZV HG01770
PT-KMC3 HG01623
PT-P4N1 HG02231
PT-J941 HG00306
PT-EEL5 NA11933
PT-KM76 HG00185
PT-KMBV HG01612
PT-7RYG NA11918
PT-NFZO HG01694
PT-NFZ6 HG01685
PT-J94B HG00308
PT-NFZ4 HG01707
PT-KM64 HG00325
PT-F2MQ HG00149
PT-KMKN HG00261
PT-KM71 HG00381
PT-KM81 HG01112
PT-KMKG HG00355
PT-KM6O HG00310
PT-KMBL HG01531
PT-KMBP HG01603
PT-9UL6 NA12399
PT-J94O HG00368
PT-F2LW HG00105
PT-F2NB HG00234
PT-EEJO NA12249
PT-EEJL NA12156
PT-KMLN HG00330
PT-7RY7 NA12155
PT-9RMY NA20765
PT-KMD2 NA20503
PT-NG1B HG01783
PT-NFZG HG01695
PT-J94R HG00377
PT-KMFQ HG00274
PT-9UJG NA12348
PT-9RMX NA20761
PT-9RNB NA20785
PT-F2NA HG00233
PT-J94S HG00384
PT-KMKH HG00351
PT-NFYV HG01702
PT-9UK2 NA12777
PT-F9DS HG00731
PT-F2LZ HG00108
PT-9RNV NA20810
PT-F2LV HG00104
PT-8JO5 NA07056
PT-F2NH HG00123
PT-8JLQ NA12842
PT-F2MT HG00152
PT-G255 NA06994
PT-KM6Q HG00270
PT-KMCU HG00328
PT-KM39 HG00251
PT-97Y5 NA12006
PT-F2MB HG00134
PT-KMJX HG00331
PT-NFZ2 HG01684
PT-KMKK HG00118
PT-KMB1 HG01501
PT-J944 HG00379
PT-NG13 HG01773
PT-9RNA NA20783
PT-9RM2 NA20524
PT-F2M9 HG00130
PT-9RXN NA12144
PT-9RN8 NA20775
PT-9UL1 NA11931
PT-F2NO HG00242
PT-KMFZ HG00277
PT-KMBK HG01530
PT-F2M3 HG00111
PT-9RMN NA20589
PT-KM2W HG00313
PT-F2MY HG00160
PT-KM6U HG00268
PT-KM6G HG00365
PT-9UJ9 NA12775
PT-F2M1 HG00109
PT-G24M NA07357
PT-KMGY HG00256
PT-KM21 HG00247
PT-NFZK HG01669
PT-F2NK HG00232
PT-G27T NA06985
PT-F2MC HG00135
PT-KMK1 HG00179
PT-9RMU NA20758
PT-J94P HG00373
PT-9RM8 NA20531
PT-F2MR HG00150
PT-9RMB NA20538
PT-9RNF NA20792
PT-KMAZ HG01500
PT-NFZ9 HG01710
PT-J94I HG00272
PT-KMB2 HG01503
PT-F2N7 HG00116
PT-KMLK HG00177
PT-G23P NA12043
PT-F2M5 HG00114
PT-KMK7 HG00122
PT-KMBY HG01617
PT-J94K HG00371
PT-NFZI HG01708
PT-NFPO HG02236
PT-EEL1 NA20513
PT-9RNU NA20809
PT-F2NQ HG00244
PT-F2MF HG00138
PT-KMBI HG01527
PT-J94A HG00311
PT-NFZT HG01761
PT-J94H HG00176
PT-KM69 HG00349
PT-F2LS HG00101
PT-F2N3 HG00133
PT-F2MN HG00112
PT-9UKQ NA12273
PT-F2NU HG00264
PT-KMBE HG01521
PT-9RN5 NA20772
PT-KMFT HG00276
PT-9UKC NA12287
PT-9RNN NA20802
PT-KMBG HG01524
PT-KM6B HG00125
PT-9UKF NA12828
PT-KMB6 HG01509
PT-KMJR HG00334
PT-F2MO HG00115
PT-9UJN NA12286
PT-NFZ3 HG01705
PT-9RLU NA20516
PT-NFPK HG02215
PT-KMKB HG00263
PT-9RNC NA20786
PT-9RNY NA20813
PT-NFYG HG01784
PT-F2LX HG00106
PT-9RLX NA20519
PT-KMKY HG00183
PT-KMLS HG00341
PT-9RLL NA20502
PT-KMBW HG01613
PT-KMKZ HG00337
PT-9RML NA20586
PT-KMDK HG00252
PT-9RMR NA20755
PT-G28T NA11840
PT-8JLP NA11930
PT-KM6H HG00360
PT-F2ND HG00238
PT-KMBS HG01607
PT-9RNP NA20804
PT-9RMH NA20544
PT-9UKX NA11893
PT-NFPX HG02220
PT-NFPY HG02221
PT-F2NJ HG00159
PT-NFYB HG01781
PT-NFZS HG01757
PT-NFZ7 HG01686
PT-9UKD NA12283
PT-KM85 HG00323
PT-KMKA HG00259
PT-KM2L HG00309
PT-KMBD HG01519
PT-KMB4 HG01506
PT-9RM9 NA20534
PT-F2NG HG00119
PT-F2M7 HG00128
PT-KMFX HG00332
PT-J94T HG00372
PT-KM6Z HG00382
PT-9RNE NA20790
PT-9RO2 NA20818
PT-9RM3 NA20525
PT-8JLT NA12843
PT-9RLW NA20518
PT-8JLM NA12827
PT-KMK9 HG00253
PT-G25F NA12716
PT-7RXY NA11994
PT-9UJS NA12275
PT-F2NM HG00237
PT-9RO3 NA20819
PT-9UKT NA12414
PT-8JLX NA07346
PT-KM65 HG00383
PT-NFYD HG01747
PT-9RM4 NA20527
PT-9RMA NA20535
PT-KMC4 HG01624
PT-9RN3 NA20770
PT-KMKC HG00359
PT-KM6W HG00343
PT-9RMJ NA20582
PT-KM75 HG00171
PT-F2LT HG00102
PT-P4E1 HG01699
PT-7RYR NA07051
PT-F2LP HG00096
PT-KM73 HG00186
PT-8JM2 NA12829
PT-9RO1 NA20816
PT-J94X HG00366
PT-KML8 HG00326
PT-NFZE HG01673
PT-NFYL HG01779
PT-KMC6 HG01626
PT-9RNT NA20808
PT-F2M6 HG00127
PT-KM74 HG00187
PT-KMFM HG00324
PT-KMHH HG00280
PT-KM68 HG00358
PT-9RLN NA20505
PT-KM37 HG00345
PT-9RLS NA20512
PT-9RM6 NA20529
PT-KM6Y HG00342
PT-F2MJ HG00143
PT-9RNQ NA20805
PT-EEL4 NA11932
PT-9UJV NA12718
PT-KMDE HG00335
PT-KMCE HG00364
PT-8JLY NA12748
PT-KM8A HG00318
PT-9RMZ NA20766
PT-F2NL HG00236
PT-KMDF HG00353
PT-NFZB HG01709
PT-9RNZ NA20815
PT-G251 NA11881
PT-IPVJ HG01438
PT-9RBB NA19648
PT-7RYH NA11919
PT-G23O NA12717
PT-97Y2 NA11992
PT-9UKS NA12342
PT-8JM7 NA06986
PT-KMC7 HG01628
PT-9UKL NA12340
PT-KMKJ HG00257
PT-KMLW HG00329
PT-9RM5 NA20528
PT-9RLP NA20508
PT-KMBA HG01515
PT-9UK3 NA12272
PT-9RMP NA20753
PT-9RLV NA20517
PT-9RMT NA20757
PT-F2LQ HG00097
PT-9UJ7 NA12058
PT-NG18 HG01790
PT-KM7G HG00378
PT-NFZ5 HG01668
PT-F2M8 HG00129
PT-9RME NA20541
PT-9UJL NA12347
PT-NG12 HG01762
PT-F2LY HG00107
PT-F2N9 HG00120
PT-KMLL HG00181
PT-KMGG HG00174
PT-NFYO HG01680
PT-KMKI HG00350
PT-KM2Q HG00375
PT-KMBJ HG01528
PT-KM6C HG00356
PT-KMD5 NA20536
PT-F2MG HG00139
PT-F2NP HG00243
PT-NFZD HG01672
PT-P4MZ HG02239
PT-NFZJ HG01670
PT-KMBB HG01516
PT-NFZW HG01771
PT-KM2N HG00320
PT-F2NV HG00265
PT-KM8B HG00319
PT-9RNO NA20803
PT-KMLV HG00278
PT-KMKM HG00231
PT-F2LR HG00099
PT-8JM1 NA12830
PT-KMBU HG01610
PT-7RY5 NA12045
PT-F2N8 HG00117
PT-9RO4 NA20826
PT-9RMV NA20759
PT-9UJQ NA06984
PT-HOBJ HG01168
PT-9RN7 NA20774
PT-P4E2 HG01697
PT-9RN9 NA20778
PT-KMDC HG00249
PT-9RMM NA20588
8249 8249
FR105 FR105
7418 7418
7863 7863
6427 6427
FR212 FR212
FR63 FR63
6622 6622
1039 1039
M5312787 M5312787
10502 10502
58752759 58752759
8146 8146
8194 8194
8476 8476
9478 9478
44431358 44431358
11469 11469
M4203790 M4203790
20814794 20814794
FR275 FR275
M4561517 M4561517
Q7479858 Q7479858
5962 5962
1149 1149
M1746212 M1746212
36375920 36375920
99457725 99457725
10466 10466
7071 7071
8526 8526
7342 7342
2026 2026
M1158903 M1158903
EYFR185 EYFR185
FR106 FR106
64846811 64846811
EYFR154 EYFR154
FR47 FR47
7005 7005
93901754 93901754
18521980 18521980
M2218191 M2218191
M4505604 M4505604
21574857 21574857
FR80 FR80
940 940
FR227 FR227
60140668 60140668
11496 11496
FR260 FR260
FR251 FR251
FR24 FR24
11650 11650
FR180 FR180
FR314 FR314
8576 8576
FR85 FR85
747 747
77874440 77874440
EYFR180 EYFR180
7786 7786
17509034 17509034
FR10 FR10
M3817316 M3817316
M5044256 M5044256
8615 8615
32867009 32867009
63431986 63431986
M9073246 M9073246
6907 6907
6834 6834
9325 9325
298 298
61529543 61529543
79668931 79668931
FR82 FR82
11174 11174
82849317 82849317
7998 7998
8437 8437
68147102 68147102
FR219 FR219
M1145794 M1145794
7617 7617
91962923 91962923
57459847 57459847
1942 1942
FR108 FR108
51520537 51520537
85387924 85387924
FR77 FR77
8380 8380
51859427 51859427
39382558 39382558
FR12 FR12
10491411 10491411
Q3249800 Q3249800
65422122 65422122
7441 7441
8410 8410
11193 11193
7703 7703
M4622483 M4622483
44742054 44742054
7483 7483
23415149 23415149
FR95 FR95
37091472 37091472
99677712 99677712
7939 7939
FR78 FR78
8050 8050
FR48 FR48
M4728092 M4728092
FR161 FR161
M6173700 M6173700
M5489031 M5489031
76495387 76495387
FR233 FR233
FR000386 FR000386
FR000423 FR000423
9345 9345
FR98 FR98
70309242 70309242
7177 7177
19742812 19742812
FR113 FR113
97340502 97340502
73973365 73973365
M8284900 M8284900
74402711 74402711
8425 8425
EYFR158 EYFR158
1770 1770
FR164 FR164
7861 7861
29664593 29664593
6173 6173
EYFR174 EYFR174
FR274 FR274
74360996 74360996
7380 7380
1580 1580
11682 11682
M1977886 M1977886
78826253 78826253
40949507 40949507
8058 8058
6226 6226
FR000401 FR000401
FR337 FR337
FR73 FR73
59359814 59359814
M4282856 M4282856
66966314 66966314
M5623682 M5623682
6349 6349
5946 5946
FR22 FR22
72132298 72132298
FR97 FR97
FR000358 FR000358
7895 7895
M9474693 M9474693
FR45 FR45
49346720 49346720
95388622 95388622
7330 7330
7498 7498
14707481 14707481
M6119456 M6119456
FR88 FR88
8583 8583
7154 7154
7238 7238
7777 7777
1508 1508
5896 5896
61357793 61357793
35121051 35121051
45771684 45771684
6383 6383
M4135280 M4135280
EYFR162 EYFR162
7434 7434
37829731 37829731
FR218 FR218
11634 11634
FR241 FR241
10602 10602
FR000411 FR000411
7382 7382
37965486 37965486
FR99 FR99
6515 6515
7078 7078
EYFR161 EYFR161
8086 8086
46167248 46167248
922 922
48104257 48104257
67479860 67479860
EYFR164 EYFR164
11194 11194
37460999 37460999
FR123 FR123
Q8450241 Q8450241
FR183 FR183
M1127416 M1127416
FR13 FR13
FR138 FR138
29337802 29337802
M4146361 M4146361
FR248 FR248
7995 7995
6566 6566
FR280 FR280
M5300976 M5300976
Q1041143 Q1041143
9093 9093
EYFR170 EYFR170
51612613 51612613
M2678740 M2678740
1001 1001
11732 11732
1865 1865
29814624 29814624
51463546 51463546
8514 8514
M1242290 M1242290
8175 8175
49193000 49193000
23542935 23542935
FR101 FR101
FR90 FR90
FR175 FR175
FR287 FR287
1296 1296
FR000432 FR000432
7371 7371
FR246 FR246
M2280067 M2280067
M2685679 M2685679
59556291 59556291
1319 1319
FR290 FR290
FR273 FR273
6504 6504
7164 7164
38181301 38181301
8405 8405
5791 5791
Q9597751 Q9597751
FR184 FR184
7227 7227
FR338 FR338
548 548
8229 8229
FR109 FR109
84529342 84529342
FR128 FR128
1066 1066
EYFR171 EYFR171
8339 8339
M5972350 M5972350
46919603 46919603
FR000406 FR000406
63710916 63710916
FR202 FR202
M5623657 M5623657
M3047567 M3047567
8030 8030
1952 1952
M3193417 M3193417
FR000387 FR000387
35844384 35844384
FR220 FR220
1276 1276
90804764 90804764
7951 7951
M6226533 M6226533
FR182 FR182
9888 9888
43039280 43039280
FR000444 FR000444
FR151 FR151
76745278 76745278
48897825 48897825
39701539 39701539
70855215 70855215
FR211 FR211
9847 9847
FR000368 FR000368
10085 10085
10008 10008
15896357 15896357
FR186 FR186
48659034 48659034
9857 9857
6497 6497
86869684 86869684
76055672 76055672
FR66 FR66
FR147 FR147
10006131 10006131
12275619 12275619
FR315 FR315
10168 10168
FR143 FR143
9951 9951
FR127 FR127
81887877 81887877
FR39 FR39
M7188015 M7188015
51954202 51954202
M6891095 M6891095
M8459504 M8459504
33185050 33185050
FR240 FR240
FR000434 FR000434
97419445 97419445
FR259 FR259
M5947806 M5947806
10942 10942
FR134 FR134
58178095 58178095
FR000394 FR000394
FR54 FR54
1600 1600
FR230 FR230
9552 9552
64052461 64052461
FR177 FR177
9447 9447
27284157 27284157
EYFR176 EYFR176
FR000381 FR000381
FR000439 FR000439
FR38 FR38
FR298 FR298
FR8 FR8
FR272 FR272
M2689802 M2689802
9556 9556
FR000395 FR000395
FR000429 FR000429
M2827337 M2827337
9706 9706
M5237584 M5237584
9906 9906
32557536 32557536
6035 6035
M9652603 M9652603
17484750 17484750
10055 10055
989 989
M9160062 M9160062
99503927 99503927
FR72 FR72
M4477680 M4477680
9364 9364
EYFR178 EYFR178
M7834157 M7834157
28887822 28887822
21010935 21010935
82476601 82476601
49623471 49623471
9463 9463
93103432 93103432
M6577748 M6577748
M2033781 M2033781
M6716464 M6716464
FR000415 FR000415
9845 9845
8274 8274
FR169 FR169
M8299009 M8299009
M5317383 M5317383
1714 1714
FR222 FR222
21871046 21871046
M7226502 M7226502
M9806412 M9806412
9886 9886
FR000389 FR000389
88236380 88236380
FR137 FR137
6232 6232
FR162 FR162
M3202283 M3202283
13438787 13438787
41382634 41382634
327 327
45167379 45167379
FR139 FR139
67921738 67921738
FR282 FR282
1185 1185
FR107 FR107
55113125 55113125
45293999 45293999
FR9 FR9
FR000399 FR000399
FR142 FR142
14731278 14731278
FR30 FR30
60767597 60767597
FR167 FR167
FR49 FR49
M3133062 M3133062
860 860
FR87 FR87
M6707724 M6707724
M7996349 M7996349
FR119 FR119
463 463
96805609 96805609
6705 6705
FR000414 FR000414
70353584 70353584
1021 1021
FR163 FR163
50272816 50272816
M1696416 M1696416
6071 6071
9865 9865
58771545 58771545
M3261489 M3261489
1073 1073
M8081308 M8081308
M1663784 M1663784
FR62 FR62
9855 9855
74387522 74387522
50547591 50547591
9707 9707
859 859
10389 10389
5767 5767
FR44 FR44
88310553 88310553
FR000354 FR000354
9756 9756
FR247 FR247
10540 10540
51309519 51309519
FR111 FR111
FR000427 FR000427
M7900969 M7900969
M2294089 M2294089
10178 10178
FR000431 FR000431
FR173 FR173
5971 5971
9506 9506
5992 5992
FR278 FR278
9546 9546
10916 10916
FR000396 FR000396
11589 11589
FR60 FR60
48406645 48406645
10000 10000
Q9037428 Q9037428
52607901 52607901
1101 1101
10013 10013
EYFR173 EYFR173
55936936 55936936
FR69 FR69
11172 11172
EYFR172 EYFR172
590 590
FR000430 FR000430
60786386 60786386
FR000382 FR000382
37776428 37776428
FR18 FR18
9852 9852
9825 9825
72726414 72726414
9695 9695
FR197 FR197
61322102 61322102
1118 1118
66942887 66942887
Q3206970 Q3206970
FR271 FR271
37666621 37666621
58853952 58853952
9819 9819
M2985218 M2985218
88345624 88345624
10021 10021
9866 9866
M7268182 M7268182
M3808320 M3808320
572 572
1249 1249
EYFR169 EYFR169
22965098 22965098
FR136 FR136
M7466307 M7466307
95918000 95918000
34351128 34351128
64271646 64271646
M6577802 M6577802
FR266 FR266
55814533 55814533
1551 1551
9978 9978
6739 6739
9856 9856
M3869562 M3869562
31453606 31453606
FR206 FR206
FR158 FR158
M4669928 M4669928
EYFR142 EYFR142
11602 11602
9835 9835
9873 9873
11113 11113
11624 11624
M2744931 M2744931
941 941
87264559 87264559
77686016 77686016
FR309 FR309
9462 9462
11664 11664
M4003189 M4003189
9889 9889
FR11 FR11
28746937 28746937
2027 2027
1096 1096
M4404770 M4404770
926 926
M3757533 M3757533
M8326479 M8326479
29767105 29767105
EYFR175 EYFR175
973 973
FR000408 FR000408
M1167490 M1167490
M2122561 M2122561
FR84 FR84
FR75 FR75
19154841 19154841
413 413
52054281 52054281
M1000658 M1000658
66315291 66315291
74457114 74457114
8020 8020
71020685 71020685
FR150 FR150
M4519924 M4519924
FR262 FR262
M6241792 M6241792
7174 7174
86621109 86621109
11307 11307
38187063 38187063
41960902 41960902
10204 10204
11771 11771
FR000421 FR000421
FR58 FR58
FR110 FR110
FR325 FR325
FR228 FR228
9723 9723
FR94 FR94
30933302 30933302
FR000418 FR000418
6647 6647
M8354332 M8354332
M2821169 M2821169
FR79 FR79
982 982
FR25 FR25
FR000398 FR000398
10040 10040
9714 9714
M2582768 M2582768
99735975 99735975
31830469 31830469
6000 6000
FR100 FR100
FR224 FR224
9952 9952
FR149 FR149
FR59 FR59
M4553042 M4553042
6969 6969
FR000388 FR000388
FR288 FR288
1084 1084
11739254 11739254
65397669 65397669
FR215 FR215
M9825963 M9825963
43532408 43532408
7899 7899
M3763931 M3763931
FR000364 FR000364
35115322 35115322
67938569 67938569
194 194
M3791370 M3791370
5730 5730
38579214 38579214
9460 9460
FR120 FR120
11182 11182
9816 9816
5949 5949
FR000383 FR000383
69593731 69593731
10025 10025
FR140 FR140
91649159 91649159
FR89 FR89
9851 9851
FR57 FR57
6456 6456
11400113 11400113
77639969 77639969
10089 10089
71233407 71233407
40248699 40248699
10392 10392
9567 9567
FR21 FR21
5816 5816
9452 9452
87644768 87644768
10772 10772
6827 6827
97896102 97896102
10082 10082
2031 2031
9314 9314
2025 2025
47190425 47190425
13812445 13812445
6985 6985
9555 9555
82571896 82571896
FR152 FR152
728 728
10079 10079
M6539279 M6539279
FR81 FR81
97684867 97684867
162 162
FR000436 FR000436
FR331 FR331
99542033 99542033
81575863 81575863
FR000422 FR000422
11725 11725
7918 7918
M5207078 M5207078
12483302 12483302
44785265 44785265
7215 7215
FR000440 FR000440
M6009755 M6009755
62444138 62444138
10113 10113
74053369 74053369
FR55 FR55
1320 1320
93589840 93589840
1103 1103
FR76 FR76
141 141
EYFR163 EYFR163
10041 10041
9773 9773
66634300 66634300
13920132 13920132
M1299113 M1299113
9569 9569
652 652
10017 10017
70695494 70695494
10022 10022
FR261 FR261
62233508 62233508
38801290 38801290
6272 6272
796 796
64324702 64324702
11104 11104
96885055 96885055
37858073 37858073
9289 9289
FR116 FR116
